@relation 'song-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R16,73,86,92-93,95,99,105-106,108,112-114,117,120-122,124-125,129,136,140,143,146,150,154-157,159-160,164,169,173-174,178'

@attribute pitches2-med numeric
@attribute pitches10-var numeric
@attribute timbre0-med numeric
@attribute timbre1-mean numeric
@attribute timbre1-med numeric
@attribute timbre1-min numeric
@attribute timbre2-mean numeric
@attribute timbre2-krt numeric
@attribute timbre3-mean numeric
@attribute timbre3-var numeric
@attribute timbre3-krt numeric
@attribute timbre4-mean numeric
@attribute timbre4-med numeric
@attribute timbre4-max numeric
@attribute timbre5-mean numeric
@attribute timbre5-med numeric
@attribute timbre5-var numeric
@attribute timbre5-max numeric
@attribute timbre5-skw numeric
@attribute timbre6-var numeric
@attribute timbre7-var numeric
@attribute timbre7-krt numeric
@attribute timbre8-var numeric
@attribute timbre8-skw numeric
@attribute timbre9-var numeric
@attribute timbre9-krt numeric
@attribute timbre10-mean numeric
@attribute timbre10-med numeric
@attribute timbre10-var numeric
@attribute timbre10-max numeric
@attribute timbre10-skw numeric
@attribute timbre11-var numeric
@attribute loudmax-mean numeric
@attribute loudmax-max numeric
@attribute loudmax-skw numeric
@attribute genre {Pop_Rock,Electronic,Rap,Jazz,Latin,RnB,International,Country,Religious,Reggae,Blues,Vocal,Folk,New,Comedy_Spoken,Stage,Easy_Listening,Avant_Garde,Classical,Children,Holiday}

@data
0.4975,0.082896,52.1575,58.3387,57.5615,-95.014,10.5542,0.668325,10.8335,746.031,14.532285,-2.0483,-2.1485,81.06,-13.7776,-16.308,810.856,104.166,0.434324,526.577,512.603,0.708882,241.562,0.471663,245.994,0.881116,5.04202,5.337,275.538,106.28,0.14432,237.488,-4.70211,-0.276,-4.629379,Pop_Rock
0.179,0.091383,46.486,37.9034,50.223,-110.986,-9.21433,-0.532101,-8.07301,1051.48,2.272938,-30.33,-29.214,85.778,-16.2358,-21.177,774.609,157.778,2.145571,454.993,473.474,3.524486,225.591,0.211295,305.158,2.55183,-2.78247,-3.014,205.437,72.993,0.577705,289.889,-11.7062,-3.996,-1.255474,Pop_Rock
0.402,0.064198,52.559,74.192,72.346,16.894,42.9252,3.943709,-4.64552,589.968,187.760919,-35.8394,-36.915,82.198,-28.5281,-28.87,332.888,249.032,3.692078,308.808,145.343,1.833607,195.555,-1.050552,163.818,4.787922,-3.2402,-3.378,81.925,42.942,0.571526,160.38,-6.40163,-1.865,-4.33996,Pop_Rock
0.188,0.037024,50.144,1.59642,15.992,-199.335,21.3969,3.194691,-9.7927,493.773,14.327746,-13.7904,-11.999,39.277,-22.0092,-23.277,228.998,48.72,0.402648,281.776,300.177,12.929103,282.483,0.712041,141.452,1.035679,1.89684,2.021,118.953,45.197,-1.926067,162.388,-9.57067,-3.76,-2.815495,Pop_Rock
0.515,0.065253,42.6945,-41.2476,-42.973,-196.052,-13.8879,-0.39786,18.207,1885.9,7.985731,6.69866,7.0795,65.289,-7.20217,-13.1745,1215.34,177.696,1.09665,1018.81,536.469,5.325696,531.166,-0.513673,359.953,-0.036109,5.59655,5.512,344.395,55.968,-0.156689,319.34,-12.9858,-6.372,-2.790919,Blues
0.3,0.023537,39.448,-39.5772,-42.023,-177.77,-3.67613,-0.001022,14.4806,1513.91,1.671176,12.0764,10.247,140.329,-1.08666,-3.113,1075.18,158.886,0.540561,577.846,686.392,0.043469,318.255,-0.103813,396.095,0.666204,-0.11744,0.646,363.875,63.046,-0.271029,248.757,-15.6124,-3.628,-1.393805,International
0.479,0.055756,51.382,35.7134,35,-71.389,34.3513,4.194364,3.77062,922.196,40.477185,-6.67229,-5.395,90.841,-15.9314,-21.155,667.209,160.845,1.686581,267.912,322.087,5.657852,244.77,-1.361966,218.706,1.492041,-3.26752,-3.674,171.323,92.209,1.030065,151.749,-7.28338,-1.781,-5.197794,Pop_Rock
0.332,0.022485,38.8655,-6.24611,-5.6595,-141.106,-38.5403,0.444722,-17.4777,1067.21,3.973021,16.8433,13.715,103.112,-18.125,-22.078,497.922,81.112,0.920739,334.552,361.83,2.86688,343.062,-0.225492,262.655,0.204567,3.50717,3.428,183.688,77.229,0.370532,233.416,-18.1995,-5.3,-1.561091,Folk
0.374,0.057147,49.101,36.3606,48.725,-211.085,-34.0159,1.665564,-15.4416,1159.94,4.176706,-34.2447,-30.071,57.491,-20.695,-22.991,836.038,226.772,1.415388,951.677,500.324,5.217495,335.019,-0.159683,218.326,2.311608,-5.80949,-4.981,284.438,59.133,-0.359262,158.006,-8.98203,-0.929,-2.355994,Pop_Rock
0.166,0.03123,47.1215,-36.7703,-37.2305,-161.707,-6.01157,3.759507,2.33178,1050.99,23.949518,-18.8769,-19.8315,57.491,7.54049,6.678,714.153,158.128,-0.393891,128.2,489.839,0.827905,171.043,0.092771,286.387,0.648144,-7.52098,-7.519,175.878,52.701,-0.09449,99.8499,-8.81774,-1.829,-5.915293,Pop_Rock
0.12,0.068421,31.277,44.0967,41.017,-106.267,78.9794,-0.510351,-26.6726,7394.06,0.711315,48.159,50.416,165.249,36.2319,30.068,2287.23,187.745,0.681211,2120.55,940.397,1.542842,566.993,0.342915,823.718,0.162234,-8.85356,-8.382,1068.08,65.06,-0.235744,435.738,-24.0836,-14.524,-2.274873,Folk
0.2145,0.064452,34.14,-35.6239,-53.2095,-155.554,4.5302,0.631488,4.9821,4650.95,1.843491,-51.2725,-46.4125,35.156,15.8445,12.683,1264.47,152.435,0.788072,671.372,1228.22,0.383522,808.427,0.010954,870.658,0.303731,-2.16849,-2.196,619.393,62.327,0.320708,339.122,-22.5257,-13.438,-0.919658,Electronic
0.212,0.02352,43.519,-59.9165,-50.242,-210.551,3.32617,0.237706,14.7107,576.984,15.706907,-32.0424,-29.543,63.395,-0.47822,-1.339,568.685,84.763,-0.064182,282.779,627.728,0.848005,360.997,-0.875846,447.95,-0.398643,-5.47948,-4.729,114.916,42.633,-0.357078,282.662,-14.0103,-5.561,-2.706943,Pop_Rock
0.325,0.043023,51.917,40.7795,46.372,-60.62,40.5007,3.487211,-1.68417,628.32,14.513777,-35.2994,-36.987,59.899,-21.9944,-25.664,447.314,86.099,1.465775,308.924,375.704,2.126909,211.374,-1.0464,172.38,3.171926,-3.2408,-2.877,148.949,48.899,-0.445221,193.505,-7.3773,-2.702,-4.007601,Pop_Rock
0.051,0.133787,28.655,-100.247,-106.808,-194.245,27.2689,-0.026796,9.07619,1074.77,3.814933,4.13426,-1.1435,112.052,-13.0066,-16.2445,541.018,87.577,0.909545,1202.24,351.093,3.610363,538.927,0.221869,170.32,8.951524,3.38211,3.355,167.547,48.813,-0.275314,363.156,-28.376,-13.359,0.033111,New
0.403,0.095352,49.165,18.7032,22.312,-107.431,32.1826,3.070004,7.23956,1002.05,30.366115,-13.6012,-7.58,52.212,-2.4524,-8.184,730.815,133.672,1.234177,371.796,546.258,2.473077,276.164,-0.14187,451.276,0.176403,2.01796,2.001,172.21,65.974,0.055587,241.278,-8.07667,-3.916,-1.728653,Pop_Rock
0.5675,0.052444,39.865,11.604,12.9515,-213.564,-40.2324,0.59638,14.489,3443.23,0.528689,22.1216,21.216,146.545,-19.8237,-24.968,1381.49,184.255,0.967416,846.104,1419.02,-0.142474,428.002,-0.224462,529.967,0.452304,5.90926,5.911,437.781,92.682,-0.020089,367.093,-15.4441,-3.482,-1.131414,Rap
0.1545,0.050513,47.7755,-37.9778,-35.4325,-177.041,14.1462,2.775226,4.57974,1636.75,5.977234,-36.6987,-35.2065,59.464,4.29957,-2.354,1276.84,260.251,1.809498,332.216,630.66,2.336772,343.143,0.197387,535.472,1.470569,-2.04699,-1.2145,306.925,79.12,-0.216453,178.829,-9.07381,-3.77,-1.825693,International
0.182,0.168877,48.887,74.5955,68.9165,-100.93,-22.0907,0.476772,9.5635,2689.72,0.25426,-7.85719,-9.1385,134.393,-10.4686,-15.9105,1600.92,154.882,0.836226,595.06,464.619,1.378164,344.47,0.131548,457.739,0.363115,0.47028,0.2535,604.43,91.428,0.179497,320.41,-6.84751,-1.859,-1.398332,RnB
0.176,0.096984,36.212,-85.1518,-88.239,-155.656,50.3484,-0.405196,-12.0175,1750.34,1.057637,-21.0881,-22.017,57.491,19.0485,14.013,918.437,110.244,0.413104,931.41,252.132,-0.006645,440.458,0.392171,271.72,-0.232484,0.073468,1.641,367.313,48.716,-0.538813,338.176,-19.4422,-11.352,-1.348243,Religious
0.344,0.08958,46.6445,-30.7345,-36.796,-171.431,46.9399,1.493778,-1.36471,658.461,1.838066,-1.42245,-3.2845,85.643,-16.1166,-19.41,329.244,221.003,3.310405,445.193,327.758,2.514041,364.808,0.195298,252.449,1.861427,1.51864,1.5845,123.483,96.712,0.560093,205.722,-11.9664,-3.183,-0.74852,Pop_Rock
0.041,0.085475,36.876,-137.984,-147.476,-247.67,74.3038,1.726475,26.2704,896.532,28.08641,-25.0603,-31.676,97.998,-1.88768,-4.778,397.069,105.563,0.830757,703.491,233.989,2.8326,619.169,0.337956,218.254,2.361871,7.85272,8.1925,130.361,40.836,-0.431841,445.915,-20.9678,-10.103,-1.97401,New
0.33,0.086969,38.758,1.13495,-6.037,-150.256,73.5431,1.534704,10.1214,1159.77,8.786385,16.7488,15.446,106.172,-2.39327,-6.114,554.39,124.145,0.712181,415.765,436.486,1.088014,248.32,-0.139665,259.936,0.520346,4.4638,4.644,201.099,54.702,-0.802935,194.779,-19.4546,-8.405,-2.123424,Jazz
0.153,0.067118,39.093,-80.6376,-80.514,-198.425,23.0176,3.128087,22.7129,1233.37,2.131199,10.649,10.201,97.351,-0.378461,-5.161,882.656,172.557,1.064303,546.539,396.689,1.144304,277.909,-0.170154,206.46,0.910816,7.43454,6.977,231.782,74.319,0.026933,292.148,-18.6959,-4.66,-1.183948,Jazz
1,0.027588,38.0285,17.9057,11.386,-111.154,-54.8885,-0.408943,1.87186,4751.31,3.062227,9.41369,11.327,79.713,15.2117,8.2395,2898.49,198.8,0.548053,516.685,861.013,0.37875,263.335,-0.158836,667.077,0.321048,-14.834,-11.6725,801.568,71.753,-0.300576,212.205,-17.4502,-4.701,-1.162436,Pop_Rock
0.074,0.136866,48.933,86.4901,85.197,-65.423,-19.7624,0.938673,-4.1098,1341.54,1.345654,17.4483,18.496,116.615,-1.27899,0.321,930.062,241.234,0.347988,752.348,433.006,0.560105,382.009,0.588076,519.62,-0.21192,-14.493,-14.901,320.324,72.098,0.282036,231.52,-7.85721,-2.437,-3.975853,Reggae
0.779,0.072098,38.3475,-6.67278,34.5265,-207.774,-57.8271,1.11853,-38.9496,1125.45,18.079127,-43.1228,-59.1215,57.491,-36.5691,-36.134,394.111,61.29,0.850267,363.573,302.011,7.317301,594.558,-1.078682,129.319,3.644735,-2.96243,-2.564,93.1214,21.533,-1.103823,209.63,-24.2114,-11.747,-1.24341,Pop_Rock
0.29,0.109575,52.782,41.1271,43.686,-70.468,24.2541,3.885948,1.95084,588.246,69.165334,-28.9185,-27.099,57.491,-22.4789,-25.354,321.504,89.696,1.535131,363.317,264.165,5.456139,315.367,-0.557824,215.698,4.714621,0.640653,0.156,133.89,117.522,2.178319,200.315,-5.01779,-0.98,-8.724404,Pop_Rock
0.193,0.050983,39.434,-87.0636,-86.4615,-211.292,21.6111,-0.089644,-2.39644,2381.9,0.82859,-10.5969,-8.991,109.775,9.14558,6.1945,1084.91,153.183,0.738977,626.145,678.624,0.873221,492.305,-0.257481,428.213,3.893132,-3.60722,-0.727,368.061,43.793,-0.405452,211.551,-16.4639,-5.511,-1.266409,Country
0.288,0.022785,48.252,-33.3573,-32.969,-171.164,25.2866,0.690281,-6.44775,527.357,3.424209,12.4902,12.829,87.73,-22.7422,-24.498,325.538,86.867,0.998208,380.598,384.014,1.133489,287.329,-0.239429,273.566,1.412853,3.5715,3.781,144.564,47.074,-0.227423,262.757,-11.7725,-3.466,-1.912355,Pop_Rock
0.221,0.021622,44.477,19.2384,18.48,-107.052,-18.5568,0.554245,-24.7239,666.887,0.554253,-12.5442,-13.904,62.449,-18.3068,-21.715,542.129,148.434,1.304849,283.569,441.943,0.959305,326.493,0.602813,352.23,0.539959,-5.58767,-5.23,172.28,47.468,0.087057,120.659,-14.1398,-7.064,-2.621664,Pop_Rock
0.225,0.020706,50.378,-4.21375,-3.283,-195.792,-17.9598,1.558281,-13.0675,1197.49,7.657406,-9.15484,-6.745,57.642,-2.62546,-5.621,656.898,139.501,0.537598,774.21,489.145,2.239094,303.101,-0.021624,404.535,1.304038,-3.92474,-3.386,229.016,38.151,-0.949922,237.538,-6.35613,-0.9,-3.659372,Pop_Rock
0.412,0.028102,49.737,23.336,26.761,-131.576,-6.76597,0.159891,25.0737,1706.21,-0.048944,15.3154,19.574,99.218,-13.0004,-15.817,910.054,146.804,0.665114,397.028,785.14,-0.128931,394.777,0.110237,348.688,0.226624,1.71156,1.065,402.059,95.865,0.409073,184.509,-6.30232,-1.265,-2.566514,Reggae
0.171,0.050231,50.3875,-21.7647,-23.28,-108.636,22.7666,1.253164,-7.46339,564.602,47.262601,-1.91578,-1.931,77.796,-10.7525,-14.0775,329.436,158.213,1.611421,291.363,246.021,6.093178,247.309,0.280558,182.161,1.833697,1.87968,2.243,125.153,128.809,0.686633,183.599,-7.546,-2.759,-1.356735,Pop_Rock
0.213,0.069118,40.3155,-12.8138,-14.288,-133.51,-36.9914,-0.127243,-14.735,910.594,2.031586,55.0448,53.155,161.242,-19.86,-24.8405,708.918,145.892,0.970994,1348.29,451.92,1.150342,798.464,0.084605,375.097,-0.136991,-3.04632,-2.4315,149.051,32.888,-0.404944,1175.03,-17.2535,-5.174,-2.257697,Jazz
0.469,0.052691,48.8155,-16.1638,-17.2915,-113.085,33.2117,0.695548,-2.52177,839.393,51.644836,-7.3086,-5.1595,85.348,-13.0425,-15.0955,404.349,100.021,-0.923529,406.148,290.673,2.35153,252.664,-0.325525,191.245,3.212142,1.50059,1.168,133.581,63.185,0.291756,237.021,-9.08703,-2.684,-4.645374,Pop_Rock
0.208,0.03332,53.346,64.9059,67.7275,-29.018,43.7436,2.091301,1.18704,209.49,-0.36005,-54.269,-55.706,54.37,-20.7019,-20.4085,122.182,14.23,-0.203109,298.536,164.564,0.968519,172.261,-1.271704,102.962,0.010093,-0.571427,-0.2535,49.3073,21.839,-0.228767,199.301,-7.52207,-0.547,-2.863639,Pop_Rock
0.227,0.108393,44.0745,-7.48237,-11.601,-173.358,20.5163,3.291965,-2.23543,973.529,1.097286,-6.72618,-6.3025,92.444,-6.37211,-11.124,667.892,104.316,0.77515,504.348,336.267,0.783226,441.812,-0.290494,293.003,0.207327,1.69319,1.672,219.882,49.502,-0.246031,293.486,-13.3072,-4.801,-2.745703,Latin
0.113,0.122623,44.976,-22.4731,-25.2395,-155.635,-5.34417,0.081431,-11.5956,1089.9,3.666919,11.3262,10.4825,110.58,-14.5764,-19.157,770.463,219.58,1.555245,1205.65,439.341,0.900389,308.509,-0.007808,294.217,1.458115,-2.08916,-1.7155,224.871,64.746,-0.339172,399.608,-12.1268,-1.761,-1.545197,Pop_Rock
0.387,0.075648,45.814,25.9762,31.127,-145.019,-20.5473,0.31181,-2.07778,2026.08,3.762755,-9.94986,-12.144,113.951,-9.46863,-13.899,1337.92,183.451,0.331474,827.803,808.19,0.693443,398.885,0.406952,456.123,1.205859,-3.94871,-3.669,509.221,74.816,0.05325,280.711,-12.4551,-1.164,-1.354858,Rap
0.25,0.088112,47.463,35.0562,36.402,-147.376,5.62202,1.272504,5.62431,3174.14,2.928675,25.3078,26.047,193.353,-5.37578,-10.468,1474.65,126.833,0.362574,1101.22,809.006,1.591382,624.964,-0.063289,463.787,1.206067,-4.59224,-4.455,511.531,73.961,-0.128818,618.978,-8.34122,0.391,-0.552549,Rap
0.127,0.047868,44.0375,-21.069,-35.692,-185.998,52.4584,4.432607,47.0827,2005.75,0.107845,3.87779,8.4305,127.443,-17.3104,-19.7565,1212.66,126.278,0.230109,660.798,826.984,0.286191,968.116,-0.276306,871.064,0.124193,14.5415,12.428,332.531,83.296,0.410595,374.53,-12.1783,-2.85,-1.623498,Electronic
0.751,0.043445,42.45,24.0912,25.9865,-101.988,-33.6677,0.007056,-21,725.012,0.099701,-14.5495,-18.199,72.09,-7.37323,-11.5975,632.74,160.134,0.95248,584.698,599.271,0.751708,460.134,0.03989,386.881,0.473377,0.742463,0.0755,192.792,42.178,0.038915,288.842,-15.1611,-8.078,-3.968871,Latin
0.1145,0.08324,41.203,-5.31249,-5.8915,-166.245,7.48893,0.104392,-16.1782,832.677,3.896943,12.8605,14.722,105.783,-6.29073,-8.5505,479.625,178.168,0.732432,499.396,392.799,1.902437,465.293,0.285174,288.625,1.495177,-1.45511,-0.7775,195.793,87.795,-0.362726,396.17,-16.1857,-5.895,-1.146992,Latin
0.254,0.105352,51.796,18.3534,18.046,-102.056,43.7207,1.071379,5.05174,988.095,9.951612,13.1897,12.484,118.528,-9.97055,-17.451,892.441,158.8,1.495903,498.242,471.214,2.834243,418.052,0.141897,285.791,2.509929,0.833462,1.207,241.365,77.87,-0.634814,324.452,-6.37037,-0.659,-4.126916,Country
0.229,0.099505,46.0215,-36.4885,-34.035,-241.077,25.77,-0.342618,1.09699,1246.15,11.73479,-20.4059,-19.317,69.539,-11.4137,-14.4125,791.751,115.07,0.238539,608.889,391.4,1.212798,379.697,-0.052627,231.994,1.256418,0.926726,1.667,230.907,47.808,-0.391788,359.116,-11.5964,-2.55,-2.098916,Vocal
0.218,0.127232,39.438,-43.1821,-46.568,-206.867,-36.614,0.641714,-9.16918,1000.34,0.22604,-11.3861,-11.6295,80.978,-17.2388,-21.2785,593.504,122.43,1.032198,512.086,344.092,0.845472,273.023,-0.247511,271.785,0.419672,-1.21007,-1.1635,166.247,55.32,-0.203553,241.847,-17.9552,-5.067,-0.833236,Jazz
0.3325,0.051238,51.4875,-3.08835,3.6765,-153.689,15.8017,-0.613173,-3.02228,685.295,5.955915,-34.1569,-31.14,58.571,-9.43746,-14.171,853.313,139.611,1.374814,328.02,252.554,0.523133,277.463,-0.118465,211.019,2.221714,1.73729,1.9175,201.115,47.999,-0.589017,283.655,-6.22389,-0.638,-5.812233,Pop_Rock
0.105,0.099246,47.8285,-17.1972,-10.4315,-175.055,-11.5256,0.804139,-5.50947,980.12,7.799448,-14.4478,-12.466,91.051,-22.6755,-25.3705,638.167,74.587,0.378904,526.252,754.214,1.410316,468.542,0.154807,385.436,0.643177,3.04585,2.4705,252.04,99.188,0.492919,319.816,-9.70205,-3.891,-2.970225,Rap
0.139,0.115873,32.519,2.20309,4.362,-149.591,-35.5912,0.942671,-4.53778,1597.86,2.647647,-11.0931,-11.822,80.151,-17.6585,-22.881,774.475,131.029,1.32523,606.358,475.541,0.604203,259.162,-0.261381,320.341,0.016432,-0.341324,-0.817,234.591,68.333,-0.05744,251.42,-23.6198,-6.929,-0.159959,Jazz
0.188,0.095795,42.698,-69.9472,-68.054,-221.717,47.7268,0.379897,1.9334,1745.12,1.284255,17.304,19.912,147.436,-13.5105,-16.519,634.865,94.619,0.87793,1171.53,562.845,1.369059,670.392,-0.500817,323.107,1.929023,2.22288,2.72,252.016,55.346,-0.308585,678.57,-15.7888,-3.482,-1.408628,Pop_Rock
0.384,0.038327,51.3955,33.0269,30.2455,-38.895,50.449,11.740562,1.44184,1411.69,85.874028,-38.3961,-38.177,32.844,-26.7539,-26.626,187.817,11.267,-0.697809,344.467,251.074,38.157385,76.122,1.011933,60.1963,12.210148,2.57468,2.908,217.374,131.233,2.724627,66.2436,-6.99965,-3.159,-1.961492,Pop_Rock
0.241,0.026252,46.904,8.06897,8.4,-112.673,19.1586,-0.330766,-0.657769,949.657,33.128389,-32.4804,-32.006,57.491,-12.2226,-14.771,599.332,95.58,0.228284,636.137,286.582,2.957587,320.948,0.227819,256.544,2.549533,1.54009,1.569,192.825,45.294,-0.469896,365.35,-10.5372,-3.543,-2.456363,Pop_Rock
0.2435,0.121456,41.2075,-41.5874,-43.062,-150.259,45.2289,0.996635,13.9445,1804.25,10.76776,-23.7674,-22.811,61.841,7.88294,5.194,863.124,161.053,-0.247608,670.737,492.545,6.398846,436.189,0.107669,301.728,1.360267,2.00382,3.3515,228.376,47.318,-0.358212,350.682,-15.6925,-8.554,-2.932449,Country
0.432,0.12199,46.5145,18.0349,26.2595,-289.572,-10.5812,1.056011,26.8252,1968.52,1.608593,-10.1666,-10.204,91.171,-18.9868,-24.563,1098.34,172.283,1.449672,843.042,736.189,6.017977,217.355,0.237259,405.438,1.896152,10.2561,10.3305,291.656,80.804,-0.562211,245.413,-10.4484,-4.239,-1.361085,Electronic
0.274,0.061273,50.809,22.9484,9.547,-126.077,5.6948,9.633493,-11.3103,1376.48,32.376232,-23.2185,-24.778,63.759,-18.1782,-23.331,614.761,64.879,0.865965,369.235,405.334,13.69526,483.914,-1.739606,174.354,6.201121,1.53964,3.897,240.47,54.459,-0.160999,122.287,-9.15431,-4.572,-1.851781,Pop_Rock
0.3855,0.093112,40.199,54.6867,43.0995,-84.541,15.727,1.744438,17.9677,1505.29,3.473363,-17.959,-19.0595,111.308,-13.0138,-18.1635,958.136,157.701,1.291681,401.621,701.668,0.925037,264.671,-0.315531,323.443,0.418161,2.70378,0.4585,248.754,77.058,0.300975,309.721,-20.8029,-8.87,-1.843964,Pop_Rock
0.724,0.075616,43.616,-17.8959,-17.112,-135.865,-8.25562,4.024359,-9.36375,532.902,28.977483,-3.11027,-3.721,97.534,-24.0338,-26.876,364.747,126.207,1.734887,270.903,182.932,1.952961,163.689,0.837029,189.144,0.42618,0.878823,1.513,140.379,49.876,-0.576936,106.348,-14.0126,-7.611,-1.419842,Pop_Rock
0.327,0.046854,52.0055,62.9545,60.259,-4.532,35.2588,2.254154,4.9978,610.99,2.498879,8.57393,8.0945,64.436,-14.9959,-16.618,558.965,133.892,1.056566,420.054,268.181,2.736168,175.157,-0.073278,203.036,2.606863,-0.252196,-0.207,152.211,115.568,0.905863,144.744,-5.64217,-2.006,-6.177318,Electronic
0.302,0.104881,46.492,14.1673,21.5595,-135.091,27.3465,2.121952,-3.30838,792.264,42.857513,-42.1414,-41.1555,48.151,-13.4176,-17.551,602.313,101.245,0.851771,390.114,294.222,4.039844,232.218,-0.180212,168.504,2.018047,0.035111,1.3075,191.136,45.572,-1.12286,281.853,-12.1348,-5.635,-2.155888,Pop_Rock
0.28,0.08689,45.4315,-24.2172,-27.8865,-222.49,-8.55134,3.374959,-10.3054,2579.96,8.522585,-17.2557,-15.348,91.703,16.2374,18.236,969.238,103.137,0.04537,756.011,1063.66,2.05949,826.732,-0.507709,803.069,-0.27683,-9.26582,-8.981,435.378,61.171,-0.010316,311.555,-10.1673,-4.251,-3.609336,Pop_Rock
0.517,0.07564,44.557,-0.29011,-3.167,-119.431,-26.9002,0.061519,-7.55139,1949.17,0.2873,-9.34984,-7.621,77.374,0.452062,-5.942,1263.1,225.297,1.045272,951.224,777.612,0.514976,443.858,0.089999,424.485,0.398578,-10.8113,-11.269,401.965,50.639,0.006665,386.267,-11.4661,-1.355,-2.409034,Rap
0.343,0.066422,44.406,-8.48455,-9.254,-129.908,24.2414,-0.090517,6.4765,957.115,3.264284,-11.7634,-11.675,89.933,-9.742,-10.733,755.8,249.888,0.789298,673.456,407.787,0.17143,386.82,0.059115,299.302,0.215607,2.2084,1.891,226.055,62.651,0.104728,333.564,-12.9349,-5.638,-3.904327,Pop_Rock
0.219,0.079357,48.477,15.1739,16.649,-108.562,31.2701,-0.255072,-2.03243,1030.73,3.472721,7.52072,11.772,120.227,-14.1821,-16.179,552.588,195.776,1.709782,637.687,404.126,0.834935,619.993,0.201076,274.49,1.786465,-5.54193,-4.975,235.187,50.933,-0.860605,270.375,-9.57516,-3.033,-2.744352,Easy_Listening
0.319,0.058409,40.632,51.3685,50.8525,-66.882,17.0223,0.526993,8.21866,1232.28,1.851221,-0.948631,-7.633,164.862,-3.33372,-6.2115,996.007,187.509,0.777499,482.45,397.564,2.324543,516.056,-0.705819,281.15,1.534423,2.58096,2.737,288.264,70.35,-0.159552,252.159,-17.0958,-8.193,-2.568794,Religious
0.203,0.108433,37.693,15.3101,21.702,-188.878,-57.5918,0.297629,3.91468,2767.52,3.365611,2.45356,3.561,64.906,9.45315,4.465,1904.44,234.056,0.838961,588.948,861.079,0.697512,359.566,-0.459744,542.675,1.018018,6.7122,7.468,523.938,81.673,-0.254591,223.586,-18.5422,-9.764,-2.365663,Pop_Rock
0.558,0.063389,45.154,51.1581,50.673,-46.485,16.9092,1.145719,5.32974,1722.43,4.482711,-6.88925,-7.345,61.698,-2.42302,-5.576,753.495,170.353,0.847793,496.023,434.628,4.097086,328.438,0.423171,278.449,2.030251,2.81288,3.845,253.925,54.685,-0.508781,302.043,-11.5013,-4.852,-3.574193,Blues
0.246,0.084002,37.3075,-25.7527,-27.5115,-152.1,-35.0242,5.310223,16.0528,2174.44,0.36885,-23.7896,-25.052,67.116,23.8792,17.355,1779.22,162.705,0.488156,487.664,513.816,0.113574,288.324,-0.419993,326.61,0.04669,3.6843,4.9945,372.011,58.184,-0.260244,204.554,-17.8606,-5.221,-1.361659,Jazz
0.261,0.05027,46.473,21.341,26.55,-99.715,26.1378,-0.11069,-2.76739,659.044,1.755507,12.0808,12.25,120.295,-11.0081,-15.372,579.814,174.844,1.401307,282.408,319.378,0.50144,324.282,-0.20157,260.342,1.020391,1.23919,1.445,171.232,44.834,0.034789,180.355,-13.4246,-7.056,-2.987841,Pop_Rock
0.694,0.053253,45.939,28.28,26.637,-129.131,-18.6646,6.15138,-6.84915,1566.87,0.730719,21.1985,17.97,137.411,-19.4586,-23.711,740.798,139.654,1.034051,532.364,757.66,1.367027,391.261,-0.009011,382.763,0.770492,0.695026,0.098,349.764,128.782,0.566347,370.364,-11.4648,-1.775,-2.809873,RnB
0.193,0.073405,43.966,34.3492,29.436,-75.057,65.3436,0.130314,16.6944,1605.15,0.394048,-13.3839,-11.953,93.091,15.1715,11.455,975.855,204.998,1.069823,848.072,554.191,2.079577,697.804,0.019709,322.084,1.044894,-0.470423,-1.586,273.55,57.676,0.23479,368.686,-12.9246,-5.088,-3.908746,RnB
0.157,0.116484,41.019,-13.3471,8.579,-265.768,-14.4599,-0.335425,20.1969,1887.04,2.510586,43.6814,42.912,193.309,-22.855,-25.06,908.339,130.124,0.387485,1788.93,1404.53,0.202371,1128.5,-0.452941,553.744,3.17191,6.15329,3.723,427.647,74.457,0.485964,372.074,-15.97,-3.595,-1.552774,Electronic
0.327,0.05409,42.154,-9.32045,-9.967,-114.376,-4.61087,0.231841,0.930391,944.628,1.265333,-3.99689,-5.697,92.001,-2.811,-5.567,659.529,112.634,0.431355,480.375,332.871,0.996394,316.765,0.060836,240.107,0.518372,5.97412,5.915,245.35,55.936,-0.062794,293.873,-14.7267,-7.455,-3.968999,International
0.291,0.087935,48.622,58.9065,71.548,-117.785,4.98269,0.302024,-6.34743,774.058,16.17319,-39.5593,-39.2605,57.856,-13.0937,-14.9015,562.273,132.912,0.779431,254.164,515.589,0.443524,363.506,-0.251906,335.494,1.332338,-1.05241,-1.2525,175.185,50.536,-0.021251,152.705,-9.8442,-3.893,-1.669954,Pop_Rock
0.176,0.087146,43.889,-22.9422,-9.719,-332.41,-55.5773,0.005726,32.8353,2957.99,0.048439,4.09166,0.857,130.916,-9.84426,-14.943,1620.51,210.745,0.795332,789.571,945.012,0.482521,507.499,-0.099135,341.286,0.915931,5.89521,4.371,447.367,99.656,0.4676,386.372,-11.7961,-2.139,-1.35852,Pop_Rock
